neighbourhood_cleansed,latitude,longitude,property_type,room_type,price,number_of_reviews,review_scores_rating
Roxbury,42.32967,-71.09328,Entire rental unit,Entire home/apt,124,505,4.89
North End,42.36424,-71.05259,Entire rental unit,Entire home/apt,161,156,4.6
Fenway,42.345,-71.09514,Entire rental unit,Entire home/apt,179,174,4.2
West End,42.36667,-71.06858,Entire rental unit,Entire home/apt,118,6,4.33
North End,42.36329,-71.05233,Entire rental unit,Entire home/apt,193,144,4.61
Jamaica Plain,42.3043,-71.11465,Entire rental unit,Entire home/apt,211,228,4.89
Roxbury,42.31676,-71.08,Private room in rental unit,Private room,36,7,4.86
Roxbury,42.31676,-71.08,Private room in rental unit,Private room,36,1,4
West End,42.36452,-71.06928,Entire rental unit,Entire home/apt,356,18,4.71
East Boston,42.378693,-71.035088,Entire rental unit,Entire home/apt,236,226,4.8
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,167,112,4.64
Roxbury,42.31676,-71.08,Private room in rental unit,Private room,35,4,4.5
Mission Hill,42.33245,-71.10642,Private room in residential home,Private room,100,0,
Brighton,42.34341,-71.15451,Entire rental unit,Entire home/apt,49,14,5
Beacon Hill,42.35998,-71.06488,Entire rental unit,Entire home/apt,305,69,4.5
Brighton,42.34765,-71.15509,Entire residential home,Entire home/apt,407,129,4.89
Hyde Park,42.2563,-71.12762,Entire residential home,Entire home/apt,135,105,4.67
Allston,42.35914,-71.13348,Private room in residential home,Private room,41,3,5
Brighton,42.35111,-71.16529,Private room in residential home,Private room,65,25,4.76
Mattapan,42.27667,-71.08169,Private room in residential home,Private room,27,20,4.73
Beacon Hill,42.35815,-71.07102,Entire rental unit,Entire home/apt,110,5,4.4
South Boston,42.33717,-71.05,Private room in residential home,Private room,122,235,4.71
Allston,42.34838,-71.13163,Entire rental unit,Entire home/apt,79,340,4.89
West End,42.36122,-71.06629,Entire rental unit,Entire home/apt,189,108,4.95
South Boston,42.33257,-71.02959,Entire residential home,Entire home/apt,312,143,4.9
Allston,42.35779,-71.13347,Entire townhouse,Entire home/apt,629,224,4.92
Dorchester,42.31124,-71.06551,Private room in residential home,Private room,45,32,4.84
Jamaica Plain,42.31327,-71.10811,Private room in rental unit,Private room,60,25,4.88
Beacon Hill,42.35921,-71.06759,Entire rental unit,Entire home/apt,147,24,4.48
Roxbury,42.34041,-71.08384,Entire rental unit,Entire home/apt,464,100,4.98
Jamaica Plain,42.30542,-71.10409,Entire rental unit,Entire home/apt,162,257,4.92
Mission Hill,42.32713,-71.10663,Private room in residential home,Private room,75,0,
Roxbury,42.32338,-71.09334,Entire residential home,Entire home/apt,400,9,5
Roxbury,42.31681,-71.08001,Private room in rental unit,Private room,42,6,5
East Boston,42.38704,-71.00581,Entire condominium (condo),Entire home/apt,75,84,4.47
Roslindale,42.27863,-71.13637,Private room in residential home,Private room,50,0,
Dorchester,42.31163,-71.06351,Entire guest suite,Entire home/apt,85,261,4.8
Roslindale,42.28629,-71.13839,Entire residential home,Entire home/apt,130,26,4.64
East Boston,42.38455,-71.00217,Entire residential home,Entire home/apt,195,27,4.85
Roxbury,42.31676,-71.08,Private room in rental unit,Private room,36,2,5
Mission Hill,42.33211,-71.09842,Entire rental unit,Entire home/apt,281,115,4.86
Roxbury,42.3285,-71.09608,Entire rental unit,Entire home/apt,190,123,4.8
Back Bay,42.34628,-71.08064,Entire rental unit,Entire home/apt,350,203,4.93
Brighton,42.34181,-71.15056,Entire rental unit,Entire home/apt,90,126,4.37
Beacon Hill,42.35668,-71.07185,Entire rental unit,Entire home/apt,310,124,4.58
Beacon Hill,42.35984,-71.06914,Entire rental unit,Entire home/apt,296,341,4.86
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,170,138,4.54
South End,42.34455,-71.07628,Entire rental unit,Entire home/apt,351,141,4.44
Jamaica Plain,42.32448,-71.10664,Entire rental unit,Entire home/apt,95,0,
Brighton,42.34252,-71.14392,Entire condominium (condo),Entire home/apt,85,96,4.95
South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,163,123,4.5
South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,173,220,4.6
Allston,42.35211,-71.13178,Private room in villa,Private room,70,0,
South Boston,42.33286,-71.04506,Entire residential home,Entire home/apt,200,38,4.89
North End,42.36726,-71.05424,Entire condominium (condo),Entire home/apt,300,232,4.97
East Boston,42.37939,-71.02961,Entire condominium (condo),Entire home/apt,125,31,4.68
Fenway,42.34306,-71.0872,Entire rental unit,Entire home/apt,62,0,
South End,42.34184,-71.07116,Entire condominium (condo),Entire home/apt,198,5,4.75
Dorchester,42.31776,-71.05795,Private room in residential home,Private room,50,225,4.52
South Boston,42.33284,-71.04685,Entire residential home,Entire home/apt,350,1,5
Allston,42.3605,-71.12633,Private room in residential home,Private room,80,241,4.89
Roslindale,42.28516,-71.13772,Private room in townhouse,Private room,115,102,4.94
Back Bay,42.35147,-71.07835,Entire rental unit,Entire home/apt,264,47,4.64
Back Bay,42.35009,-71.07023,Entire residential home,Entire home/apt,554,15,5
South Boston,42.33034,-71.05802,Private room in residential home,Private room,62,151,4.42
South End,42.34459,-71.06999,Private room in rental unit,Private room,100,0,
East Boston,42.37615,-71.03331,Private room in townhouse,Private room,75,362,4.9
Allston,42.3605,-71.12633,Private room in residential home,Private room,55,171,4.81
South End,42.34462,-71.07021,Shared room in rental unit,Shared room,115,230,4.9
Roslindale,42.28459,-71.13605,Private room in townhouse,Private room,59,47,4.96
Roxbury,42.32966,-71.09597,Entire rental unit,Entire home/apt,193,96,4.66
North End,42.36545,-71.05623,Entire condominium (condo),Entire home/apt,214,464,4.67
Allston,42.34689,-71.13679,Entire condominium (condo),Entire home/apt,135,110,4.5
Allston,42.35483,-71.13694,Private room in residential home,Private room,45,6,3.5
Jamaica Plain,42.31583,-71.11448,Private room in townhouse,Private room,119,195,4.98
Jamaica Plain,42.31984,-71.10569,Private room in rental unit,Private room,53,264,4.81
Hyde Park,42.24638,-71.11757,Entire guesthouse,Entire home/apt,99,117,4.9
South End,42.34144,-71.0763,Entire rental unit,Entire home/apt,130,79,4.84
Jamaica Plain,42.29828,-71.11048,Entire condominium (condo),Entire home/apt,449,131,4.9
South Boston,42.33034,-71.05802,Private room in residential home,Private room,61,70,4.64
Roslindale,42.2863,-71.11945,Entire condominium (condo),Entire home/apt,64,105,4.71
Downtown,42.35913,-71.06138,Entire rental unit,Entire home/apt,85,216,4.77
Roxbury,42.31043,-71.08642,Entire rental unit,Entire home/apt,450,16,4.07
Roslindale,42.28411,-71.11693,Private room in residential home,Private room,50,13,4.85
South Boston Waterfront,42.34791,-71.04196,Private room in rental unit,Private room,149,225,4.86
Brighton,42.34118,-71.14678,Entire rental unit,Entire home/apt,115,32,4.44
South End,42.34449,-71.07674,Entire condominium (condo),Entire home/apt,277,56,4.96
Back Bay,42.34821,-71.08625,Entire rental unit,Entire home/apt,215,112,4.72
Charlestown,42.37639,-71.06389,Entire rental unit,Entire home/apt,200,24,4.71
Brighton,42.33864,-71.15349,Private room in rental unit,Private room,200,0,
Downtown,42.359,-71.06203,Entire loft,Entire home/apt,79,259,4.77
Chinatown,42.34991,-71.06164,Entire rental unit,Entire home/apt,207,7,4.83
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,170,160,4.66
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,144,83,4.57
South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,137,120,4.5
Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,163,181,4.74
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,167,55,4.65
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,170,107,4.5
South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,167,209,4.56
Jamaica Plain,42.31783,-71.10651,Private room in residential home,Private room,95,230,4.8
Dorchester,42.31392,-71.06137,Private room in residential home,Private room,70,32,4.94
South End,42.33768,-71.07624,Entire rental unit,Entire home/apt,180,101,4.88
Roxbury,42.31676,-71.08,Private room in rental unit,Private room,33,11,4.91
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,179,86,4.51
Roxbury,42.31676,-71.08,Private room in rental unit,Private room,37,5,4.6
Allston,42.35803,-71.12952,Private room in residential home,Private room,68,253,4.65
Fenway,42.34512,-71.09479,Entire rental unit,Entire home/apt,185,103,4.92
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,173,150,4.75
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,151,85,4.49
Jamaica Plain,42.31927,-71.11325,Private room in residential home,Private room,60,0,
Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,138,217,4.79
Back Bay,42.34979,-71.08263,Entire rental unit,Entire home/apt,166,222,4.73
Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,163,192,4.65
Dorchester,42.315,-71.0564,Private room in rental unit,Private room,59,0,
Jamaica Plain,42.30849,-71.11721,Entire condominium (condo),Entire home/apt,284,44,4.98
Jamaica Plain,42.32132,-71.10957,Entire rental unit,Entire home/apt,250,1,5
Jamaica Plain,42.31355,-71.10003,Private room in residential home,Private room,161,25,4.67
North End,42.367,-71.05764,Entire rental unit,Entire home/apt,200,6,4.5
Charlestown,42.38239,-71.06393,Private room in residential home,Private room,200,8,4.75
Downtown,42.36478,-71.06122,Entire rental unit,Entire home/apt,225,2,5
Allston,42.35368,-71.13452,Private room in residential home,Private room,35,2,2.5
Roslindale,42.279,-71.11814,Entire rental unit,Entire home/apt,179,42,4.98
Roxbury,42.31676,-71.08,Private room in rental unit,Private room,34,7,4.71
Roxbury,42.31676,-71.08,Private room in rental unit,Private room,34,6,4.83
East Boston,42.37169,-71.03819,Private room in rental unit,Private room,71,17,4.94
Dorchester,42.29325,-71.05707,Private room in residential home,Private room,72,134,4.82
Dorchester,42.29348,-71.05569,Private room in residential home,Private room,85,210,4.91
Jamaica Plain,42.30483,-71.11486,Entire condominium (condo),Entire home/apt,150,5,4.4
Fenway,42.34687,-71.09051,Entire rental unit,Entire home/apt,135,15,5
Roxbury,42.31236,-71.08133,Entire residential home,Entire home/apt,73,110,4.67
Jamaica Plain,42.31572,-71.10847,Entire guest suite,Entire home/apt,125,238,4.89
Brighton,42.343,-71.14416,Entire condominium (condo),Entire home/apt,101,7,4.71
West End,42.36207,-71.06885,Private room in rental unit,Private room,60,1,5
Mission Hill,42.33461,-71.10642,Private room in residential home,Private room,55,7,4.86
Brighton,42.34532,-71.13829,Entire residential home,Entire home/apt,324,178,4.96
South Boston,42.33053,-71.05388,Entire rental unit,Entire home/apt,158,327,4.85
Charlestown,42.38071,-71.07037,Private room in rental unit,Private room,150,0,
South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,352,124,4.58
South Boston Waterfront,42.34717,-71.03905,Private room in rental unit,Private room,200,0,
Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,138,95,4.72
Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,163,168,4.84
Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,171,148,4.74
Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,173,164,4.82
Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,170,208,4.8
Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,166,187,4.75
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,170,98,4.63
Allston,42.35976,-71.13372,Private room in residential home,Private room,44,13,4.77
Roslindale,42.28413,-71.11671,Private room in residential home,Private room,50,5,4
Fenway,42.35105,-71.09488,Entire condominium (condo),Entire home/apt,205,16,4.53
South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,173,186,4.67
South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,163,157,4.64
Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,159,155,4.74
Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,135,158,4.53
Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,159,134,4.46
Beacon Hill,42.35623,-71.07023,Entire rental unit,Entire home/apt,750,68,4.97
Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,148,156,4.72
Hyde Park,42.24086,-71.12388,Entire residential home,Entire home/apt,130,3,5
South End,42.34128,-71.07607,Entire rental unit,Entire home/apt,115,77,4.88
South Boston,42.333,-71.03544,Entire townhouse,Entire home/apt,488,89,4.88
Beacon Hill,42.36023,-71.06856,Entire rental unit,Entire home/apt,200,307,4.89
Roxbury,42.32936,-71.09328,Entire townhouse,Entire home/apt,1101,3,5
Beacon Hill,42.35763,-71.0715,Entire rental unit,Entire home/apt,415,117,4.68
Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,167,199,4.67
Longwood Medical Area,42.34218,-71.10698,Entire condominium (condo),Entire home/apt,123,0,
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,173,118,4.64
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,170,104,4.7
Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,167,132,4.62
South End,42.34332,-71.07166,Entire rental unit,Entire home/apt,211,230,4.84
Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,162,251,4.62
Allston,42.35842,-71.12941,Private room in residential home,Private room,53,149,4.76
Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,162,264,4.64
Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,159,125,4.7
Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,159,159,4.55
South End,42.34203,-71.07256,Private room in rental unit,Private room,180,0,
Allston,42.35017,-71.12698,Private room in rental unit,Private room,76,2,4.5
Hyde Park,42.24179,-71.12412,Private room in bed and breakfast,Private room,75,133,4.98
Jamaica Plain,42.31689,-71.1004,Entire guest suite,Entire home/apt,189,253,4.85
Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,135,120,4.64
Downtown,42.35396,-71.06128,Entire rental unit,Entire home/apt,99,22,4.95
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,142,132,4.6
Dorchester,42.32404,-71.05822,Private room in rental unit,Private room,75,4,4.5
Dorchester,42.32601,-71.05969,Private room in rental unit,Private room,165,1,5
Dorchester,42.3241,-71.05963,Private room in rental unit,Private room,100,1,5
Dorchester,42.3242,-71.05839,Private room in rental unit,Private room,85,6,4.5
South Boston,42.32796,-71.05422,Private room in rental unit,Private room,119,0,
North End,42.36388,-71.05765,Entire rental unit,Entire home/apt,250,0,
Roxbury,42.32554,-71.09757,Private room in residential home,Private room,79,2,3.5
Downtown,42.35308,-71.05804,Entire condominium (condo),Entire home/apt,179,2,5
South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,172,99,4.44
South Boston,42.33567,-71.05366,Entire rental unit,Entire home/apt,206,5,4.4
Jamaica Plain,42.30439,-71.11454,Private room in residential home,Private room,96,32,4.97
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,177,112,4.43
Allston,42.3547,-71.13722,Private room in residential home,Private room,38,9,4.67
Back Bay,42.3544,-71.07637,Entire townhouse,Entire home/apt,5000,181,4.6
Beacon Hill,42.36105,-71.06645,Entire rental unit,Entire home/apt,90,199,4.75
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,149,152,4.49
Brighton,42.34094,-71.15179,Entire rental unit,Entire home/apt,90,150,4.64
North End,42.36459,-71.05627,Entire rental unit,Entire home/apt,357,121,4.85
East Boston,42.37594,-71.03634,Entire condominium (condo),Entire home/apt,75,154,4.38
South Boston Waterfront,42.34283,-71.05018,Entire rental unit,Entire home/apt,124,315,4.8
Jamaica Plain,42.31086,-71.11714,Entire rental unit,Entire home/apt,311,97,4.95
South End,42.34274,-71.07832,Entire rental unit,Entire home/apt,400,0,
North End,42.36625,-71.05624,Private room in rental unit,Private room,57,0,
South End,42.33696,-71.07681,Private room in loft,Private room,100,420,4.86
South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,179,102,4.51
Charlestown,42.37736,-71.06517,Entire residential home,Entire home/apt,149,277,4.92
West Roxbury,42.25481,-71.14593,Entire guesthouse,Entire home/apt,129,121,4.92
Hyde Park,42.25274,-71.11599,Private room in residential home,Private room,70,36,4.75
Brighton,42.34196,-71.16095,Entire rental unit,Entire home/apt,246,247,4.99
